id,食品名,エネルギー,たんぱく質,脂質,炭水化物
1365,＜魚類＞　さんま　開き干し,232,19.3,19,0.1
1366,＜魚類＞　さんま　みりん干し,382,23.9,25.8,20.4
1367,＜魚類＞　さんま　缶詰　味付け,259,18.9,18.9,5.6
1368,＜魚類＞　さんま　缶詰　かば焼,219,17.4,13,9.7
1369,＜魚類＞　しいら　生,100,21.3,1.9,Tr
1370,＜魚類＞　（ししゃも類）　ししゃも　生干し　生,152,21,8.1,0.2
1371,＜魚類＞　（ししゃも類）　ししゃも　生干し　焼き,162,24.3,7.8,0.2
1372,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　生,160,15.6,11.6,0.5
1373,＜魚類＞　（ししゃも類）　からふとししゃも　生干し　焼き,170,18.2,11.3,0.6
1374,＜魚類＞　したびらめ　生,89,19.2,1.6,Tr
1375,＜魚類＞　しまあじ　養殖　生,153,21.9,8,0.1
1376,＜魚類＞　しらうお　生,70,13.6,2,0.1
1377,＜魚類＞　シルバー　生,138,18.6,7.9,Tr
1378,＜魚類＞　すずき　生,113,19.8,4.2,Tr
1379,＜魚類＞　（たい類）　きだい　生,100,18.6,3.1,0.2
1380,＜魚類＞　（たい類）　くろだい　生,137,20.4,6.7,0.3
1381,＜魚類＞　（たい類）　ちだい　生,97,19.4,2.4,0.1
1382,＜魚類＞　（たい類）　まだい　天然　生,129,20.6,5.8,0.1
1383,＜魚類＞　（たい類）　まだい　養殖　皮つき　生,160,20.9,9.4,0.1
1384,＜魚類＞　（たい類）　まだい　養殖　皮つき　水煮,182,22.2,11.9,0.1
1385,＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,186,22.7,12,0.1
1386,＜魚類＞　（たい類）　まだい　養殖　皮なし　生,131,21.2,5.9,0.2
1387,＜魚類＞　たかさご　生,93,20.2,1.5,0.1
1388,＜魚類＞　たかべ　生,148,18.7,9,Tr
1389,＜魚類＞　たちうお　生,238,16.5,20.9,Tr
1390,＜魚類＞　（たら類）　すけとうだら　生,72,17.4,1,0.1
1391,＜魚類＞　（たら類）　すけとうだら　フライ,195,19.2,11.9,5.7
1392,＜魚類＞　（たら類）　すけとうだら　すり身,98,17.5,0.2,6.6
1393,＜魚類＞　（たら類）　すけとうだら　すきみだら,165,40.5,0.3,0.1
1394,＜魚類＞　（たら類）　すけとうだら　たらこ　生,131,24,4.7,0.4
1395,＜魚類＞　（たら類）　すけとうだら　たらこ　焼き,158,28.3,6.1,0.5
1396,＜魚類＞　（たら類）　すけとうだら　からしめんたいこ,121,21,3.3,3
1397,＜魚類＞　（たら類）　まだら　生,72,17.6,0.2,0.1
1398,＜魚類＞　（たら類）　まだら　焼き,103,25.2,0.2,0.2
1399,＜魚類＞　（たら類）　まだら　しらこ　生,60,13.4,0.8,0.2
1400,＜魚類＞　（たら類）　まだら　塩だら,61,15.2,0.1,Tr
1401,＜魚類＞　（たら類）　まだら　干しだら,299,73.2,0.8,0.1
1402,＜魚類＞　（たら類）　加工品　でんぶ,276,25.5,1.1,41.5
1403,＜魚類＞　（たら類）　加工品　桜でんぶ,351,10.6,0.5,80.2
1404,＜魚類＞　ちか　生,82,19.5,0.6,Tr
1405,＜魚類＞　どじょう　生,72,16.1,1.2,Tr
1406,＜魚類＞　どじょう　水煮,76,17.1,1.2,Tr
1407,＜魚類＞　とびうお　生,89,21,0.7,0.1
1408,＜魚類＞　とびうお　煮干し,325,80,2.2,0.1
1409,＜魚類＞　とびうお　焼き干し,309,73.4,3.3,0.1
1410,＜魚類＞　ナイルティラピア　生,124,19.8,5.3,0.2
1411,＜魚類＞　なまず　生,145,18.4,8.6,Tr
1412,＜魚類＞　にぎす　生,84,18.7,1.2,0.1
1413,＜魚類＞　にしん　生,196,17.4,15.1,0.1
1414,＜魚類＞　にしん　身欠きにしん,224,20.9,16.7,0.2
1415,＜魚類＞　にしん　開き干し,239,18.5,19.7,0.2
1416,＜魚類＞　にしん　くん製,280,23.1,22.1,Tr
1417,＜魚類＞　にしん　かずのこ　生,139,25.2,6.7,0.2
1418,＜魚類＞　にしん　かずのこ　乾,358,65.2,13.6,0.5
1419,＜魚類＞　にしん　かずのこ　塩蔵　水戻し,80,15,3,0.6
1420,＜魚類＞　はぜ　生,78,19.1,0.2,0.1
1421,＜魚類＞　はぜ　つくだ煮,277,24.3,3,39.9
1422,＜魚類＞　はぜ　甘露煮,260,21.1,2.2,40.3
1423,＜魚類＞　はたはた　生,101,14.1,5.7,Tr
1424,＜魚類＞　はたはた　生干し,154,16.7,10.3,Tr
1425,＜魚類＞　はまふえふき　生,85,20.5,0.3,0.1
1426,＜魚類＞　はも　生,132,22.3,5.3,Tr
1427,＜魚類＞　ひらまさ　生,128,22.6,4.9,0.1
1428,＜魚類＞　ひらめ　天然　生,96,20,2,Tr
1429,＜魚類＞　ひらめ　養殖　皮つき　生,115,21.6,3.7,Tr
1430,＜魚類＞　ひらめ　養殖　皮なし　生,100,21.2,2.5,0.1
1431,＜魚類＞　（ふぐ類）　とらふぐ　養殖　生,80,19.3,0.3,0.2
1432,＜魚類＞　（ふぐ類）　まふぐ　生,78,18.9,0.4,Tr
1433,＜魚類＞　ふな　生,93,18.2,2.5,0.1
1434,＜魚類＞　ふな　水煮,104,20.3,2.8,0.1
1435,＜魚類＞　ふな　甘露煮,266,15.5,3.6,44.4
1436,＜魚類＞　ふな　ふなずし,181,21.3,7.9,9.2
1437,＜魚類＞　ぶり　成魚　生,222,21.4,17.6,0.3
1438,＜魚類＞　ぶり　成魚　焼き,260,26.2,20.4,0.3
1439,＜魚類＞　ぶり　はまち　養殖　皮つき　生,217,20.7,17.2,0.3
1440,＜魚類＞　ぶり　はまち　養殖　皮なし　生,180,21,12,0.3
1441,＜魚類＞　ほうぼう　生,110,19.6,4.2,Tr
1442,＜魚類＞　ホキ　生,78,17,1.3,Tr
1443,＜魚類＞　ほっけ　生,103,17.3,4.4,0.1
1444,＜魚類＞　ほっけ　塩ほっけ,113,18.1,4.9,0.1
1445,＜魚類＞　ほっけ　開き干し　生,161,20.6,9.4,0.1
1446,＜魚類＞　ほっけ　開き干し　焼き,179,23.1,10.9,0.2
1447,＜魚類＞　ぼら　生,119,19.2,5,0.1
1448,＜魚類＞　ぼら　からすみ,353,40.4,28.9,0.3
1449,＜魚類＞　ほんもろこ　生,103,17.5,4.1,0.1
1450,＜魚類＞　（まぐろ類）　きはだ　生,102,24.3,1,Tr
1451,＜魚類＞　（まぐろ類）　くろまぐろ　天然　赤身　生,115,26.4,1.4,0.1
1452,＜魚類＞　（まぐろ類）　くろまぐろ　天然　脂身　生,308,20.1,27.5,0.1
1453,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　生,153,24.8,7.6,0.3
1454,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　水煮,173,27.2,8.3,0.3
1455,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,187,28,9.9,0.2
1456,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　電子レンジ調理,191,30.4,8.7,0.3
1457,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　焼き,202,29,10.6,0.3
1458,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　ソテー,194,28,10.2,0.3
1459,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　天ぷら,222,25.1,12.6,3.2
1460,＜魚類＞　（まぐろ類）　びんなが　生,111,26,0.7,0.2
1461,＜魚類＞　（まぐろ類）　みなみまぐろ　赤身　生,88,21.6,0.4,0.1
1462,＜魚類＞　（まぐろ類）　みなみまぐろ　脂身　生,322,20.3,28.3,0.1
1463,＜魚類＞　（まぐろ類）　めじまぐろ　生,139,25.2,4.8,0.1
1464,＜魚類＞　（まぐろ類） めばち　赤身　生,115,25.4,2.3,0.3
1465,＜魚類＞　（まぐろ類） めばち　脂身　生,158,23.9,7.5,0.4
1466,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ライト,70,16,0.7,0.2
1467,＜魚類＞　（まぐろ類）　缶詰　水煮　フレーク　ホワイト,96,18.3,2.5,0.4
1468,＜魚類＞　（まぐろ類）　缶詰　味付け　フレーク,134,19,2.3,9.9
1469,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,265,17.7,21.7,0.1
1470,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ホワイト,279,18.8,23.6,0.1
1471,＜魚類＞　マジェランあいなめ　生,243,13.3,22.9,0.1
1472,＜魚類＞　まながつお　生,161,17.1,10.9,Tr
1473,＜魚類＞　みなみくろたち　生,112,21.7,3,0.1
1474,＜魚類＞　みなみだら　生,68,16.4,0.3,Tr
1475,＜魚類＞　むつ　生,175,16.7,12.6,Tr
1476,＜魚類＞　むつ　水煮,161,22.2,8.4,Tr
1477,＜魚類＞　めじな　生,113,19.4,4.5,0.1
1478,＜魚類＞　めばる　生,100,18.1,3.5,Tr
1479,＜魚類＞　メルルーサ　生,73,17,0.6,Tr
1480,＜魚類＞　やつめうなぎ　生,245,15.8,21.8,0.2
1481,＜魚類＞　やつめうなぎ　干しやつめ,449,50.3,31.2,0.5
1482,＜魚類＞　やまめ　養殖　生,110,18.4,4.3,0.3
1483,＜魚類＞　わかさぎ　生,71,14.4,1.7,0.1
1484,＜魚類＞　わかさぎ　つくだ煮,308,28.7,5.5,38.2
1485,＜魚類＞　わかさぎ　あめ煮,301,26.3,5.1,40.4
1486,＜貝類＞　あかがい　生,70,13.5,0.3,3.5
1487,＜貝類＞　あげまき　生,44,8.1,0.6,2
1488,＜貝類＞　あさり　生,27,6,0.3,0.4
1489,＜貝類＞　あさり　つくだ煮,218,20.8,2.4,30.1
1490,＜貝類＞　あさり　缶詰　水煮,102,20.3,2.2,1.9
1491,＜貝類＞　あさり　缶詰　味付け,124,16.6,1.9,11.5
1492,＜貝類＞　あわび　くろあわび　生,76,14.3,0.8,3.6
1493,＜貝類＞　あわび　まだかあわび　生,74,14.6,0.4,3.3
1494,＜貝類＞　あわび　めがいあわび　生,74,12.2,0.3,6.8
1495,＜貝類＞　あわび　干し,257,38,1.6,23.8
1496,＜貝類＞　あわび　塩辛,93,14.8,3.9,1.4
1497,＜貝類＞　あわび　水煮缶詰,85,19.4,0.4,1
1498,＜貝類＞　いがい　生,63,10.3,1.6,3.2
1499,＜貝類＞　いたやがい　養殖　生,55,10.8,0.8,1.5
1500,＜貝類＞　エスカルゴ　水煮缶詰,75,16.5,1,0.8
1501,＜貝類＞　かき　養殖　生,58,6.9,2.2,4.9
1502,＜貝類＞　かき　養殖　水煮,90,9.9,3.6,7.1
1503,＜貝類＞　かき　養殖　フライ,256,7.6,11.1,32.9
1504,＜貝類＞　かき　くん製油漬缶詰,294,12.5,22.6,11.2
1505,＜貝類＞　さざえ　生,83,19.4,0.4,0.8
1506,＜貝類＞　さざえ　焼き,91,21.3,0.4,0.9
1507,＜貝類＞　さるぼう　味付け缶詰,131,15.9,2.2,12.9
1508,＜貝類＞　しじみ　生,54,7.5,1.4,4.5
1509,＜貝類＞　しじみ　水煮,95,15.4,2.7,5.5
1510,＜貝類＞　たいらがい　貝柱　生,94,21.8,0.2,1.5
1511,＜貝類＞　たにし　生,73,13,1.1,3.6
1512,＜貝類＞　つぶ　生,82,17.8,0.2,2.3
1513,＜貝類＞　とこぶし　生,78,16,0.4,3
1514,＜貝類＞　とりがい　斧足　生,81,12.9,0.3,6.9
1515,＜貝類＞　ばい　生,81,16.3,0.6,3.1
1516,＜貝類＞　ばかがい　生,56,10.9,0.5,2.4
1517,＜貝類＞　（はまぐり類）　はまぐり　生,35,6.1,0.6,1.8
1518,＜貝類＞　（はまぐり類）　はまぐり　水煮,79,14.9,1.5,2.9
1519,＜貝類＞　（はまぐり類）　はまぐり　焼き,70,13.3,1,2.8
1520,＜貝類＞　（はまぐり類）　はまぐり　つくだ煮,211,27,2.8,21.4
1521,＜貝類＞　（はまぐり類）　ちょうせんはまぐり　生,41,6.5,1,2.7
1522,＜貝類＞　ほたてがい　生,66,13.5,0.9,1.5
1523,＜貝類＞　ほたてがい　水煮,89,17.6,1.9,1.9
1524,＜貝類＞　ほたてがい　貝柱　生,82,16.9,0.3,3.5
1525,＜貝類＞　ほたてがい　貝柱　焼き,123,23.8,0.3,4.6
1526,＜貝類＞　ほたてがい　貝柱　煮干し,301,65.7,1.4,7.6
1527,＜貝類＞　ほたてがい　貝柱　水煮缶詰,87,19.5,0.6,1.5
1528,＜貝類＞　ほっきがい　生,66,11.1,1.1,3.8
1529,＜貝類＞　みるがい　水管　生,77,18.3,0.4,0.3
1530,＜えび・かに類＞　（えび類）　あまえび　生,85,19.8,1.5,0.1
1531,＜えび・かに類＞　（えび類）　いせえび　生,86,20.9,0.4,Tr
1532,＜えび・かに類＞　（えび類）　くるまえび　養殖　生,90,21.6,0.6,Tr
1533,＜えび・かに類＞　（えび類）　くるまえび　養殖　ゆで,116,28.2,0.5,Tr
1534,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,97,23.5,0.4,Tr
1535,＜えび・かに類＞　（えび類）　さくらえび　生,78,16.6,2,0.1
1536,＜えび・かに類＞　（えび類）　さくらえび　ゆで,82,18.2,1.5,Tr
1537,＜えび・かに類＞　（えび類）　さくらえび　素干し,286,64.9,4,0.1
1538,＜えび・かに類＞　（えび類）　さくらえび　煮干し,252,59.1,2.5,0.1
1539,＜えび・かに類＞　（えび類）　大正えび　生,89,21.7,0.3,0.1
1540,＜えび・かに類＞　（えび類）　しばえび　生,78,18.7,0.4,0.1
1541,＜えび・かに類＞　（えび類）　バナメイえび　養殖　生,82,19.6,0.6,0.7
1542,＜えび・かに類＞　（えび類）　バナメイえび　養殖　天ぷら,194,20,10.3,6.5
1543,＜えび・かに類＞　（えび類）　ブラックタイガー　養殖　生,77,18.4,0.3,0.3
1544,＜えび・かに類＞　（えび類）　加工品　干しえび,213,48.6,2.8,0.3
1545,＜えび・かに類＞　（えび類）　加工品　つくだ煮,239,25.9,2.2,30.1
1546,＜えび・かに類＞　（かに類）　がざみ　生,61,14.4,0.3,0.3
1547,＜えび・かに類＞　（かに類）　毛がに　生,67,15.8,0.5,0.2
1548,＜えび・かに類＞　（かに類）　毛がに　ゆで,78,18.4,0.5,0.2
1549,＜えび・かに類＞　（かに類）　ずわいがに　生,59,13.9,0.4,0.1
1550,＜えび・かに類＞　（かに類）　ずわいがに　ゆで,65,15,0.6,0.1
1551,＜えび・かに類＞　（かに類）　ずわいがに　水煮缶詰,69,16.3,0.4,0.2
1552,＜えび・かに類＞　（かに類）　たらばがに　生,56,13,0.9,0.2
1553,＜えび・かに類＞　（かに類）　たらばがに　ゆで,77,17.5,1.5,0.3
1554,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,85,20.6,0.3,0.1
1555,＜えび・かに類＞　（かに類）　加工品　がん漬,58,8.4,0.4,5.4
1556,＜いか・たこ類＞　（いか類）　あかいか　生,81,17.9,1.5,Tr
1557,＜いか・たこ類＞　（いか類）　けんさきいか　生,77,17.5,1,0.1
1558,＜いか・たこ類＞　（いか類）　こういか　生,64,14.9,1.3,0.1
1559,＜いか・たこ類＞　（いか類）　するめいか　生,76,17.9,0.8,0.1
1560,＜いか・たこ類＞　（いか類）　するめいか　水煮,98,21.9,0.9,0.1
1561,＜いか・たこ類＞　（いか類）　するめいか　焼き,108,23.6,1,0.1
1562,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,78,18.6,0.7,0.1
1563,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,80,18.6,0.6,0.1
1564,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,175,16.7,10.8,6.3
1565,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,75,16.9,0.9,0
1566,＜いか・たこ類＞　（いか類）　ほたるいか　生,74,11.8,3.5,0.2
1567,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,91,17.7,2.9,0.4
1568,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,305,43.1,7.5,21.3
1569,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,245,27,6.7,22.9
1570,＜いか・たこ類＞　（いか類）　やりいか　生,79,17.6,1,0.4
1571,＜いか・たこ類＞　（いか類）　加工品　するめ,304,69.2,4.3,0.4
1572,＜いか・たこ類＞　（いか類）　加工品　さきいか,268,45.5,3.1,17.3
1573,＜いか・たこ類＞　（いか類）　加工品　くん製,202,35.2,1.5,12.8
1574,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,310,22.7,4.7,46.1
1575,＜いか・たこ類＞　（いか類）　加工品　いかあられ,289,20,1.8,49.1
1576,＜いか・たこ類＞　（いか類）　加工品　塩辛,114,15.2,3.4,6.5
1577,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,127,21.4,1.8,7.7
1578,＜いか・たこ類＞　（たこ類）　いいだこ　生,64,14.6,0.8,0.1
1579,＜いか・たこ類＞　（たこ類）　まだこ　生,70,16.4,0.7,0.1
1580,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,91,21.7,0.7,0.1
1581,＜いか・たこ類＞　（たこ類）　みずだこ　生,61,13.4,0.9,0.1
1582,＜その他＞　あみ　つくだ煮,230,19.1,1.8,35.1
1583,＜その他＞　あみ　塩辛,62,12.9,1.1,0.8
1584,＜その他＞　うに　生うに,109,16,4.8,3.3
1585,＜その他＞　うに　粒うに,172,17.2,5.8,15.6
1586,＜その他＞　うに　練りうに,166,13.5,2.9,22.4
1587,＜その他＞　おきあみ　生,84,15,3.2,0.2
1588,＜その他＞　おきあみ　ゆで,78,13.8,3,Tr
1589,＜その他＞　くらげ　塩蔵　塩抜き,21,5.2,0.1,Tr
1590,＜その他＞　しゃこ　ゆで,89,19.2,1.7,0.2
1591,＜その他＞　なまこ　生,22,4.6,0.3,0.5
1592,＜その他＞　なまこ　このわた,54,11.4,1.8,0.5
1593,＜その他＞　ほや　生,27,5,0.8,0.8
1594,＜その他＞　ほや　塩辛,69,11.6,1.1,3.8
1595,＜水産練り製品＞　かに風味かまぼこ,89,12.1,0.5,9.2
1596,＜水産練り製品＞　黒はんぺん,119,11.2,2.9,13.7
1597,＜水産練り製品＞　昆布巻きかまぼこ,83,8.9,0.5,11
1598,＜水産練り製品＞　す巻きかまぼこ,89,12,0.8,8.7
1599,＜水産練り製品＞　蒸しかまぼこ,93,12,0.9,9.7
1600,＜水産練り製品＞　焼き抜きかまぼこ,102,16.2,1,7.4
1601,＜水産練り製品＞　焼き竹輪,119,12.2,2,13.5
1602,＜水産練り製品＞　だて巻,190,14.6,7.5,17.6
1603,＜水産練り製品＞　つみれ,104,12,4.3,6.5
1604,＜水産練り製品＞　なると,80,7.6,0.4,11.6
1605,＜水産練り製品＞　はんぺん,93,9.9,1,11.4
1606,＜水産練り製品＞　さつま揚げ,135,12.5,3.7,13.9
1607,＜水産練り製品＞　魚肉ハム,155,13.4,6.7,11.1
1608,＜水産練り製品＞　魚肉ソーセージ,158,11.5,7.2,12.6
1609,＜畜肉類＞　いのしし　肉　脂身つき　生,249,18.8,19.8,0.5
1610,＜畜肉類＞　いのぶた　肉　脂身つき　生,275,18.1,24.1,0.3
1611,＜畜肉類＞　うさぎ　肉　赤肉　生,131,20.5,6.3,Tr
1612,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,258,17.7,22.3,0.3
1613,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,239,18.3,19.8,0.3
1614,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,183,20.2,12.2,0.3
1615,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,692,4,78,0
